Muni,Surname,Name,ID Number,Year,Age,Gender,Elderly,Disabled,Veteran,HasClaim,OldApplicant,Allocated,Valid,Score
DC42,Ndaba,Nokuthula,9907144109375,2010,25,Male,0,1,1,0,0,0,1,2
GT422,Motsweni,Brandon,405286753621,1997,80,Male,1,0,1,1,1,1,1,4
GT485,Taylor,Bongi,8209244513590,2003,42,Female,0,1,0,1,0,1,1,2
GT421,King,Bhekumuzi,7201241075326,2000,53,Female,0,1,1,1,0,0,1,3
GT485,Nqini,Ayanda,2708099289404,2003,97,Female,1,0,0,1,0,0,1,2
GT421,Ntuli,Zintle,4904031702039,2001,76,Male,1,0,1,1,0,0,1,3
JHB,Ngidi,Vuyolwethu,5005212726399,2016,74,Female,1,1,1,1,0,0,1,4
GT481,Jikeka,Siyabonga,8512058960648,2017,39,Male,0,0,0,0,0,0,1,0
EKU,Khawula,Nomonde,8606164310343,2015,38,Female,0,1,0,0,0,0,1,1
GT481,Ngidi,Siyabonga,9608063383330,2021,28,Male,0,1,0,0,0,1,1,1
GT481,King,Phumeza,8306081562553,2019,41,Female,0,0,1,0,0,1,1,1
DC42,Mkhize,Darren,6802215430504,2022,57,Female,0,0,0,0,0,0,1,0
TSH,Mdletshe,Vuyolwethu,9504193552750,2014,29,Male,0,1,0,1,0,0,1,2
JHB,Mabuza,Nompumelelo,6302242752605,2021,62,Male,0,0,0,0,0,0,1,0
EKU,Mabaso,Anathi,3912104347095,1995,85,Male,1,0,0,0,1,1,1,2
TSH,Tshabalala,Lungile,8011162719419,2016,44,Male,0,0,0,0,0,0,1,0
EKU,Bell,Mfundo,6509226162253,2001,59,Female,0,0,1,1,0,0,1,2
EKU,Buthelezi,Sello,6108014695450,2021,63,Male,0,1,1,0,0,0,1,2
GT422,Ndlovu,Jason,2904202812494,1996,95,Male,1,1,0,1,1,0,1,4
JHB,Qina,Lerato,6601113180947,2009,59,Male,0,0,1,0,0,1,1,1
TSH,Mbenenge,Chad,7007085547533,2001,54,Male,0,0,1,0,0,1,1,1
GT421,Wright,Yamkela,3002209863128,2015,95,Male,1,0,1,1,0,0,1,3
GT481,White,Phumeza,9910125908418,2007,25,Female,0,0,1,0,0,1,1,1
GT485,Khumalo,Nicole,9605089034824,2013,28,Female,0,0,0,1,0,1,1,1
GT485,Bongo,Zanele,7209136163086,1997,52,Male,0,0,1,1,1,1,1,3
GT481,Feni,Nomvula,5607268548224,2010,68,Female,1,1,1,1,0,0,1,4
GT423,Maluleke,Naledi,5803037906714,2000,67,Female,1,1,1,0,0,0,1,3
GT484,Bongo,Zanele,5406178275764,2008,70,Male,1,1,0,0,0,0,1,2
GT481,Murphy,Sibusisiwe,9507288847133,1997,29,Female,0,1,1,1,1,1,1,4
DC42,Mahlasela,Njabulo,4406069686321,2000,80,Male,1,1,1,1,0,0,1,4
EKU,Ndaba,Tshepo,6703017145006,2017,58,Male,0,1,1,0,0,1,1,2
DC48,Mdletshe,Wayne,3810284110234,2003,86,Male,1,1,1,0,0,0,1,3
JHB,Gumede,Jade,4410055559689,2002,80,Female,1,1,0,1,0,0,1,3
TSH,Ngidi,Jody,7112261977684,2007,53,Male,0,1,1,1,0,1,1,3
GT485,Hill,Ayabonga,4909198834378,2016,75,Female,1,0,0,0,0,1,1,1
EKU,Young,Thamsanqa,3002036947533,2019,95,Female,1,1,0,0,0,1,1,2
GT485,White,Nompumelelo,5403114007863,2020,71,Male,1,0,0,0,0,0,0,1
DC48,Seboko,Luyolo,9604148721357,2010,29,Female,0,0,1,0,0,1,1,1
GT422,Khoza,Nomvula,9801047690752,2004,27,Female,0,0,1,0,0,0,1,1
GT485,Mthimkulu,Tanya,3606132565013,2022,88,Female,1,1,1,0,0,1,1,3
JHB,Scott,Nicole,6203012426532,2018,63,Male,0,1,0,0,0,1,1,1
GT481,Khumalo,Zanele,8611212817481,1998,38,Female,0,0,1,1,1,1,1,3
JHB,Mokoena,Themba,7102232926768,2008,54,Female,0,0,0,1,0,0,1,1
GT485,Murphy,Xolani,5003276684963,2022,75,Female,1,0,0,0,0,1,1,1
GT484,Ncobo,Ashley,3009208062259,2003,94,Male,1,0,1,0,0,0,1,2
GT484,Bongo,Lindiwe,7702192085248,2012,48,Male,0,0,1,1,0,0,1,2
GT423,Gxowa,Tanya,6202264289611,2002,63,Female,0,1,1,1,0,1,1,3
GT481,Mahlasela,Sello,5811227749014,2016,66,Male,1,1,0,1,0,0,1,3
GT421,Mahlasela,Wayne,9707149778071,2018,27,Male,0,0,1,0,0,1,1,1
GT481,Khoza,Nomvula,4806164631852,2004,76,Female,1,1,0,0,0,1,1,2
GT421,Ward,Nicole,5308079090692,2003,71,Female,1,0,1,0,0,0,1,2
GT485,Mbatha,Njabulo,5209196211217,2014,72,Female,1,0,1,1,0,1,1,3
TSH,Mabaso,Jade,5805254995563,2019,66,Male,1,1,0,1,0,0,1,3
DC42,Motsweni,Siyabonga,5903013251073,2003,66,Male,1,0,0,0,0,1,1,1
GT481,Mfenyana,Tanya,8705136443716,2001,37,Male,0,1,0,0,0,1,1,1
GT423,Mthembu,Candice,9312017192030,2002,31,Male,0,1,0,0,0,1,0,1
EKU,Green,Lungile,7801092137784,2015,47,Male,0,1,0,1,0,0,1,2
DC48,Adams,Jade,4807023325742,2017,76,Female,1,1,1,1,0,0,1,4
DC48,Gwala,Wayne,9004216480880,2003,34,Female,0,1,0,0,0,0,1,1
GT481,Mabaso,Jody,4601141427286,2013,79,Female,1,0,1,1,0,1,1,3
JHB,Mbatha,Nicole,7606169369988,2017,48,Male,0,0,0,1,0,0,1,1
GT423,Walker,Mpumelelo,7809176234842,2017,46,Male,0,1,0,0,0,0,1,1
EKU,Mphahlele,Ayanda,4105053330326,2008,83,Male,1,1,1,1,0,1,1,4
GT484,Gqirana,Thulani,4304272539040,2015,81,Female,1,0,0,1,0,1,1,2
JHB,Mbenenge,Zanele,3710123697974,2018,87,Female,1,0,0,0,0,1,1,1
JHB,Zwane,Khanyisa,7803156799814,2003,47,Female,0,0,0,1,0,1,1,1
GT422,Mpofu,Kagiso,7503062096706,2007,50,Female,0,1,1,1,0,1,1,3
GT485,Hlongwane,Thamsanqa,2711163392313,2015,97,Female,1,0,1,1,0,1,1,3
JHB,Ngidi,Nokuthula,4608252452073,2020,78,Male,1,1,0,0,0,0,1,2
GT485,Khoza,Chad,9912052303373,1998,25,Male,0,0,1,1,1,1,1,3
DC42,Mfenyana,Dean,3912041534628,2022,85,Female,1,0,0,0,0,0,1,1
GT423,Mbenenge,Sipho,9502067419741,2020,30,Female,0,1,1,1,0,0,1,3
JHB,Khumalo,Gugulethu,9010162659126,2004,34,Female,0,1,0,0,0,1,1,1
GT421,Dlamini,Gugu,6911077221825,2012,55,Female,0,0,0,1,0,0,1,1
DC48,Tshabalala,Ashley,6210087543777,2001,62,Male,0,1,0,1,0,0,1,2
GT481,Khumalo,Anathi,9506104459157,2001,29,Male,0,1,0,0,0,0,1,1
GT481,Maluleke,Zintle,401254825772,2002,84,Male,1,0,0,0,0,0,0,1
GT421,Bell,Leigh,6207222315411,2020,62,Male,0,0,1,1,0,1,1,2
JHB,Zwane,Mandla,3007098670176,2015,94,Female,1,1,1,0,0,1,1,3
EKU,Seboko,Noluthando,4511067476846,2011,79,Male,1,0,0,1,0,0,1,2
TSH,Motsweni,Lauren,6007088729244,1995,64,Female,0,0,1,0,1,1,0,2
TSH,Mabuza,Chad,3906036255102,2004,85,Male,1,0,1,1,0,0,0,3
JHB,Martin,Thembeka,2602241745293,1999,99,Male,1,1,1,0,1,1,1,4
GT481,Maluleke,Sibongile,4304215623218,2014,81,Female,1,0,0,0,0,1,1,1
DC48,Jikeka,Khanyisa,8105251152445,2019,43,Female,0,1,0,1,0,0,1,2
GT423,Hlongwane,Bhekumuzi,5506047574317,1997,69,Female,1,1,0,1,1,1,1,4
GT484,Mbenenge,Lungile,7106169930318,2015,53,Male,0,0,1,0,0,1,1,1
GT423,Wright,Ashley,7109126928310,2010,53,Male,0,0,1,1,0,0,1,2
TSH,Mdletshe,Bhekumuzi,9509193126743,1998,29,Female,0,1,0,0,1,1,1,2
JHB,Ncobo,Yamkela,3107129671985,2014,93,Male,1,1,1,1,0,0,1,4
EKU,Zikhali,Nosipho,8702274621399,2021,38,Male,0,0,0,0,0,0,1,0
DC48,Mthethwa,Mpumelelo,9011031813533,2017,34,Male,0,0,0,0,0,1,0,0
DC48,Gwala,Mandla,4712014797256,2006,77,Male,1,0,1,1,0,1,1,3
DC42,Mthembu,Sibusiso,5611228821637,2019,68,Male,1,0,1,1,0,1,1,3
DC42,Gwala,Akhona,4912121166558,2005,75,Female,1,0,1,1,0,0,1,3
GT481,Baloyi,Sello,7203204839234,2008,53,Female,0,0,0,0,0,1,1,0
GT484,Mbenenge,Lusanda,7807031003733,2013,46,Male,0,0,0,1,0,1,1,1
EKU,Feni,Lungile,5612154897500,2009,68,Female,1,1,0,0,0,0,1,2
JHB,Mphahlele,Kim,8107148440413,2002,43,Male,0,1,1,0,0,0,1,2
GT423,Taylor,Themba,4010115813838,2001,84,Male,1,0,1,0,0,0,1,2
TSH,Ngqola,Nqobile,301279146248,2001,94,Male,1,0,1,0,0,0,1,2
EKU,Jikeka,Lusanda,9612269063230,2022,28,Female,0,0,0,0,0,0,1,0
GT485,Sithole,Sipho,6901213753067,2020,56,Female,0,0,1,0,0,1,1,1
GT484,Ncobo,Nompumelelo,3405101747125,2012,90,Male,1,0,1,0,0,0,1,2
EKU,Majozi,Nosipho,5006026157184,2021,74,Female,1,1,1,1,0,0,1,4
GT422,Cele,Mfundo,2703089684328,2006,98,Male,1,1,0,0,0,1,1,2
EKU,Ncobo,Shannon,3712252359094,2012,87,Female,1,1,0,1,0,1,1,3
GT481,Majozi,Chad,9002216198193,2003,35,Female,0,1,1,0,0,0,1,2
GT423,Cele,Chad,6101128138993,2020,64,Female,0,1,0,0,0,1,1,1
GT423,Zwane,Phumeza,508135817019,1996,68,Male,1,1,0,0,1,1,1,3
GT481,Taylor,Thulani,2911065598925,2019,95,Female,1,0,0,1,0,0,1,2
TSH,Mdletshe,Leigh,7208111428285,2013,52,Male,0,0,0,0,0,1,1,0
GT481,Gqirana,Nokuthula,6605019039962,2020,58,Female,0,0,0,0,0,1,0,0
DC48,Mbenenge,Sipho,6102228488219,1997,64,Female,0,0,0,0,1,0,1,1
EKU,Bell,Bhekumuzi,5407201754330,2010,70,Male,1,0,0,0,0,0,1,1
GT422,Sithole,Jody,6805165817745,1998,56,Female,0,1,0,1,1,0,1,3
GT485,Gumede,Nomthandazo,5211206837702,2012,72,Male,1,0,0,1,0,0,1,2
DC42,Mitchell,Nokuthula,6502077554977,2016,60,Male,0,1,1,0,0,0,1,2
GT423,Young,Thandeka,7701114945979,2012,48,Female,0,1,1,0,0,0,1,2
JHB,Mitchell,Brandon,3410279434249,2017,90,Female,1,1,1,0,0,1,1,3
JHB,Mahlasela,Darren,5809016607757,2008,66,Female,1,0,0,1,0,1,1,2
GT481,Qina,Akhona,8401048716553,2015,41,Female,0,1,0,1,0,0,1,2
EKU,Adams,Lusanda,3402088081840,2022,91,Female,1,1,1,1,0,0,1,4
GT423,Nkuna,Lerato,7608026057501,1997,48,Male,0,1,1,1,1,1,1,4
JHB,Hlongwane,Nosipho,305018972489,2018,91,Male,1,0,1,1,0,1,1,3
TSH,Zulu,Shannon,8701104442777,1999,38,Female,0,0,1,0,1,1,1,2
DC48,Sithole,Jade,6908013015644,2001,55,Female,0,0,1,1,0,1,1,2
TSH,Mbenenge,Nomonde,5107247057565,2008,73,Male,1,1,1,0,0,0,1,3
TSH,Bongo,Onwaba,8812287054983,2008,36,Female,0,1,1,0,0,1,1,2
GT422,Walker,Nokuthula,2804062410762,2016,97,Female,1,1,0,0,0,0,1,2
EKU,Dlamini,Thabo,4302284157155,2006,82,Male,1,0,0,0,0,1,1,1
GT484,Seboko,Mandla,8402242454921,1997,41,Female,0,0,0,1,1,1,1,2
EKU,Mfenyana,Phumzile,5711077452717,2019,67,Male,1,1,0,0,0,0,1,2
DC48,Bell,Nokuthula,3806282949445,2013,86,Female,1,0,0,0,0,1,1,1
GT481,Mthethwa,Lerato,6801286114725,2007,57,Female,0,0,1,0,0,1,1,1
DC42,Mdluli,Lauren,5309031405718,1998,71,Male,1,1,0,0,1,1,1,3
GT484,Mthethwa,Leigh,4308024787609,2005,81,Female,1,1,1,1,0,1,1,4
GT422,Clark,Lauren,4002098020067,2021,85,Male,1,0,1,1,0,1,1,3
GT423,Zwane,Lungile,6703159406372,2016,58,Male,0,0,0,1,0,0,0,1
GT484,Buthelezi,Siphesihle,8201077592888,2011,43,Male,0,0,1,1,0,0,1,2
TSH,Ndlovu,Phumeza,6001289391420,2016,65,Female,0,0,1,1,0,1,1,2
GT422,Magwaza,Nosipho,9312105349208,2013,31,Female,0,1,0,0,0,0,1,1
TSH,Khumalo,Ayabonga,301034733584,2010,94,Female,1,1,0,0,0,0,1,2
JHB,Mdletshe,Bongi,5209012079530,2003,72,Male,1,0,0,1,0,1,1,2
GT485,Khawula,Kevin,9701104949455,2007,28,Male,0,0,0,0,0,0,1,0
GT421,Mitchell,Zimasa,5705024638852,2010,67,Male,1,0,1,0,0,1,1,2
GT421,Green,Vuyolwethu,8408163352147,2012,40,Female,0,0,0,1,0,1,1,1
GT422,Nkosi,Jody,7208086592854,2010,52,Female,0,0,1,0,0,0,1,1
GT421,Walker,Lauren,3907238930941,1997,85,Male,1,0,1,1,1,0,1,4
GT484,Mthembu,Dean,2806102150193,2015,96,Female,1,0,0,0,0,0,1,1
DC42,Young,Bhekumuzi,5206036531897,2010,72,Female,1,0,1,1,0,1,1,3
GT485,Jones,Zanele,9801246621917,2000,27,Female,0,0,1,1,0,1,1,2
DC48,Hlongwane,Nomthandazo,4709211544288,2018,77,Female,1,1,1,1,0,0,1,4
DC48,Ndaba,Ayabonga,3812084870952,1997,86,Female,1,1,0,1,1,0,1,4
DC48,Motsweni,Mpumelelo,4711027034341,2021,77,Male,1,0,0,1,0,1,1,2
GT484,Baloyi,Ayabonga,5105144210354,1998,73,Female,1,1,0,1,1,0,1,4
TSH,Feni,Luyolo,3905289132748,2011,85,Male,1,1,0,0,0,0,1,2
GT422,Mthethwa,Jody,6708121987799,2013,57,Female,0,1,0,0,0,1,1,1
GT481,Mfenyana,Nosipho,5308236040434,2017,71,Female,1,0,0,1,0,0,1,2
GT423,Nqini,Mfundo,9410286100480,2021,30,Female,0,0,0,0,0,1,1,0
DC48,Ngidi,Thulani,5207133859755,2004,72,Female,1,0,0,1,0,1,1,2
EKU,Buthelezi,Kagiso,9008131468999,2011,34,Male,0,0,0,0,0,1,1,0
GT484,White,Gugulethu,8905053702095,2020,35,Female,0,1,0,0,0,0,0,1
GT485,Mthimkulu,Ashley,3402211875041,2022,91,Male,1,0,0,0,0,1,1,1
DC48,Green,Buhle,4508202331671,2005,79,Female,1,1,0,1,0,1,1,3
DC42,Maluleke,Sibongile,8605105667502,2001,38,Female,0,0,0,0,0,0,1,0
GT484,Zwane,Chad,4012269255512,1998,84,Male,1,1,0,0,1,0,1,3
GT422,Khumalo,Khanyisa,3209106455445,2019,92,Female,1,0,0,1,0,1,1,2
GT423,Ntuli,Bhekumuzi,8405079838344,2009,40,Female,0,1,1,1,0,0,1,3
GT485,Ngqola,Kyle,7712216302639,2022,47,Male,0,1,1,1,0,1,1,3
GT484,Adams,Kagiso,7912036648715,2005,45,Male,0,0,1,1,0,0,1,2
GT481,Seboko,Wayne,6301044050003,1997,62,Female,0,1,0,0,1,0,1,2
GT485,Mabaso,Sibongile,5509211545262,2011,69,Male,1,0,0,1,0,0,1,2
JHB,Khumalo,Nicole,3401204228647,2018,91,Female,1,0,0,0,0,1,1,1
GT421,Ndaba,Nomsa,7504135632714,2000,50,Male,0,0,0,1,0,1,1,1
GT423,Zwane,Jade,5907082153886,1999,65,Male,0,1,0,1,1,0,1,3
EKU,Ntuli,Lusanda,8907231332303,2010,35,Female,0,0,1,0,0,1,1,1
DC42,Walker,Zanele,7407111967558,2008,50,Female,0,0,0,0,0,1,1,0
TSH,Mthembu,Zanele,3012236266041,2002,94,Female,1,0,0,1,0,1,1,2
GT423,Ngqola,Kagiso,4208035045348,2019,82,Male,1,1,1,1,0,0,1,4
GT422,Mtimkulu,Tanya,6303101954611,2016,62,Female,0,1,1,0,0,1,1,2
GT422,Gqirana,Wayne,3608284811030,2008,88,Male,1,0,0,0,0,1,1,1
DC42,Hill,Kyle,7209194995754,2002,52,Male,0,0,0,0,0,1,1,0
GT422,Clark,Kyle,8310232740694,2011,41,Female,0,0,0,1,0,1,1,1
GT481,Magwaza,Lusanda,3011252659171,2016,94,Female,1,1,0,0,0,1,1,2
DC42,Qwabe,Litha,505154159427,2007,70,Female,1,0,0,0,0,1,1,1
GT484,Sithole,Sibusiso,7406109319851,2020,50,Female,0,1,0,1,0,1,1,2
GT485,Noqoli,Ayanda,3707266828538,2018,87,Female,1,1,0,0,0,0,1,2
JHB,Ntuli,Lungile,4607069575553,2002,78,Male,1,0,0,1,0,0,1,2
GT485,Hill,Sipho,6209043300040,2008,62,Female,0,1,0,0,0,1,1,1
GT422,Mahlasela,Thabo,4811275268798,2010,76,Female,1,1,0,0,0,0,1,2
EKU,Walker,Buhle,6012054304723,2007,64,Female,0,0,0,0,0,0,1,0
GT484,Smith,Luyolo,6910277130610,2008,55,Male,0,1,0,1,0,0,1,2
JHB,Hill,Kim,6503259602617,1999,60,Male,0,1,1,1,1,1,1,4
DC48,Mitchell,Thabo,5107228522374,2020,73,Female,1,1,0,0,0,0,0,2
GT484,Khumalo,Zimasa,6106055707659,2018,63,Male,0,1,1,0,0,1,0,2
GT421,Feni,Naledi,3707211912991,2018,87,Male,1,0,0,1,0,1,0,2
EKU,Gqirana,Mpumelelo,8710251409164,2014,37,Female,0,1,0,0,0,1,1,1
EKU,Mpofu,Thandeka,4604097072995,2004,79,Female,1,0,0,0,0,1,1,1
GT481,Ncobo,Kyle,9203091883488,1999,33,Male,0,1,1,0,1,1,1,3
GT481,Green,Nomvula,8406032501479,2019,40,Female,0,1,1,0,0,0,1,2
GT421,Mahlasela,Kagiso,3212055518456,2019,92,Male,1,1,1,1,0,0,1,4
GT422,Ncobo,Naledi,8710246653413,2007,37,Female,0,1,0,1,0,1,1,2
DC42,Mahlangu,Sinethemba,9104054391139,2021,34,Female,0,0,1,1,0,1,1,2
DC42,Brown,Nomsa,3411038754902,2001,90,Female,1,0,1,1,0,0,1,3
GT484,Nkuna,Thembeka,7007118720176,1997,54,Male,0,0,0,0,1,0,1,1
GT423,Mfenyana,Nokuthula,4001129474332,2015,85,Female,1,1,0,1,0,0,1,3
EKU,Adams,Shaun,8907054183958,2015,35,Female,0,0,1,1,0,0,1,2
TSH,Feni,Phumzile,5612169321489,2022,68,Female,1,1,1,0,0,0,1,3
GT422,Ndlovu,Lauren,6511135230794,2007,59,Female,0,1,1,0,0,1,0,2
GT422,Ndlovu,Buhle,7401236070947,1996,51,Male,0,1,0,0,1,0,1,2
GT421,Mthethwa,Shannon,5502187628512,2015,70,Female,1,0,0,1,0,1,1,2
JHB,Feni,Tshepo,9509092807085,1996,29,Male,0,1,1,1,1,1,1,4
GT423,Feni,Kevin,9312261942806,2016,31,Male,0,1,1,0,0,0,1,2
GT422,Zwane,Naledi,507074896396,2009,69,Female,1,1,0,1,0,0,1,3
DC48,Ndaba,Yamkela,8301099739506,2010,42,Female,0,1,1,1,0,1,0,3
GT481,Baloyi,Brandon,9909228924442,2022,25,Female,0,0,1,1,0,0,1,2
DC42,Wright,Thandeka,4906229906018,2019,75,Male,1,1,0,0,0,0,1,2
EKU,Ncobo,Ayanda,7104086076797,2019,54,Male,0,1,1,0,0,1,0,2
DC48,Mahlangu,Xolani,8903201750970,2015,36,Male,0,1,0,1,0,0,1,2
GT422,Hill,Brandon,5604257169938,2006,68,Male,1,0,1,0,0,1,1,2
TSH,Brown,Ashley,7605072633014,2012,48,Male,0,0,1,1,0,1,1,2
GT422,Mdluli,Gugulethu,6509091138672,1997,59,Female,0,0,1,1,1,0,1,3
GT423,Mtimkulu,Thulani,5312016612174,1997,71,Female,1,0,1,0,1,1,1,3
EKU,Zwane,Ayabonga,4202187105463,2005,83,Male,1,0,1,0,0,0,1,2
GT481,Magwaza,Thulani,6604231284068,2017,58,Male,0,1,1,1,0,0,1,3
DC42,Murphy,Xolani,6703288148349,2004,58,Male,0,1,0,0,0,1,0,1
DC48,Cele,Sibusiso,6704259314483,2002,57,Male,0,0,0,1,0,1,1,1
GT484,Buthelezi,Sipho,5510288068648,2021,69,Male,1,1,1,1,0,0,1,4
GT484,Brown,Sibusisiwe,4308131075356,2000,81,Female,1,1,0,0,0,0,1,2
DC42,Mdletshe,Thulani,2904203524134,2004,95,Male,1,1,0,0,0,0,1,2
GT422,Stewart,Thembeka,2612194722844,2009,98,Female,1,0,1,0,0,0,1,2
EKU,Dlamini,Khanyisa,6602074430879,2000,59,Male,0,0,1,1,0,0,1,2
EKU,Mokoena,Nqobile,9603022536060,2001,29,Male,0,1,1,0,0,0,1,2
JHB,White,Nomsa,6105099976539,2013,63,Female,0,0,1,0,0,0,1,1
TSH,Hill,Kagiso,8605205626461,2021,38,Male,0,1,0,1,0,1,1,2
DC42,Shabalala,Thabo,7508133397340,2004,49,Female,0,1,0,1,0,0,1,2
GT484,Ward,Litha,9803143771554,2011,27,Female,0,1,0,1,0,1,1,2
GT484,Ngidi,Sibongile,6001157188380,2003,65,Female,0,0,0,1,0,1,1,1
GT423,Mitchell,Thandeka,4188088285,2020,77,Female,1,1,1,1,0,0,1,4
EKU,Mbatha,Anathi,4604102660250,2020,79,Male,1,1,0,1,0,1,1,3
GT423,Khawula,Phumzile,7508176344893,2011,49,Female,0,0,1,1,0,0,1,2
EKU,Mabaso,Dean,2901066493526,1998,96,Male,1,1,1,0,1,1,1,4
DC42,Green,Zanele,9612275460444,2004,28,Female,0,1,0,1,0,1,1,2
GT484,Mokoena,Jody,407282805760,2021,79,Female,1,0,0,0,0,0,1,1
JHB,Khumalo,Dean,4406107490133,1998,80,Female,1,1,1,1,1,0,1,5
JHB,Sithole,Brandon,7011032969319,2005,54,Male,0,0,0,0,0,0,1,0
EKU,Wright,Leigh,7512285377370,2020,49,Male,0,1,0,0,0,0,1,1
GT481,Mphahlele,Chad,8001279116554,2008,45,Male,0,0,0,0,0,1,1,0
GT485,Mitchell,Siphesihle,9502135076822,2011,30,Female,0,1,0,1,0,1,1,2
GT422,Ngqola,Leigh,2706106961272,2006,97,Male,1,1,0,0,0,1,1,2
DC42,Zikhali,Noluthando,3511259355560,2020,89,Male,1,0,1,1,0,1,1,3
GT484,Khawula,Chad,8809107664004,2002,36,Male,0,0,0,1,0,0,1,1
GT421,Ngqola,Mfundo,6504215781205,2008,59,Male,0,0,1,1,0,0,1,2
DC48,Bell,Thandeka,4812196930427,1998,76,Female,1,1,1,0,1,0,1,4
EKU,Khoza,Anele,309038369529,2007,87,Male,1,0,0,1,0,0,1,2
JHB,Maluleke,Stacy,7404075826582,2012,51,Male,0,1,1,0,0,1,1,2
GT421,Magwaza,Nokuthula,7808024448250,2021,46,Female,0,0,1,1,0,0,1,2
GT484,Noqoli,Anele,2703039964205,2013,98,Male,1,0,0,0,0,1,1,1
TSH,Khumalo,Thabo,9306229507781,1998,31,Female,0,0,0,0,1,1,1,1
GT481,Mahlangu,Mpumelelo,4104059288567,2009,84,Male,1,1,0,1,0,0,1,3
GT484,Mabaso,Akhona,4807034591716,2006,76,Female,1,0,0,1,0,0,1,2
GT422,Green,Khanyisile,5104024484962,1998,74,Male,1,0,1,1,1,1,1,4
GT422,Mabuza,Kevin,9111165489496,2001,33,Female,0,0,0,0,0,1,1,0
GT485,Ndlovu,Nompumelelo,3711155117350,2008,87,Male,1,1,0,0,0,0,1,2
GT484,Smith,Themba,401239043282,1997,84,Female,1,1,1,0,1,1,1,4
DC48,Motsweni,Leigh,7907166058271,2009,45,Male,0,1,1,1,0,0,1,3
DC48,Buthelezi,Sipho,3612019582778,2009,88,Male,1,1,0,0,0,1,1,2
GT422,Zikhali,Nomsa,2611013775098,2001,98,Male,1,0,0,0,0,0,1,1
JHB,Gxowa,Sinethemba,5708214545031,2014,67,Male,1,0,1,0,0,0,1,2
GT484,Feni,Kyle,7812195159377,2020,46,Male,0,0,1,0,0,0,1,1
DC42,King,Wayne,4411083469701,2012,80,Female,1,0,1,0,0,0,1,2
DC48,Mkhize,Ayabonga,5102194195889,2021,74,Female,1,0,1,0,0,0,1,2
GT485,Motsweni,Ayanda,7102125256263,2009,54,Female,0,0,1,0,0,0,1,1
GT484,Mphahlele,Khanyisile,5810094826072,2017,66,Female,1,1,0,0,0,0,1,2
JHB,Mthembu,Tshepo,6911225913490,2000,55,Male,0,0,0,0,0,0,1,0
DC48,Baloyi,Zanele,9209247525778,2008,32,Female,0,1,0,0,0,0,1,1
JHB,Mabaso,Khanyisa,403168723434,2008,82,Male,1,1,1,1,0,0,1,4
DC42,Mkhize,Chad,3501145599960,2012,90,Female,1,0,1,1,0,0,1,3
GT481,Baloyi,Yamkela,7908015341639,2004,45,Male,0,0,0,0,0,0,1,0
GT481,Ngubane,Kevin,8105144741380,2006,43,Female,0,0,1,0,0,1,1,1
GT481,Scott,Nomsa,3510165210194,1999,89,Male,1,0,0,0,1,1,1,2
DC42,Ncobo,Mpumelelo,9712102063545,2016,27,Male,0,1,1,0,0,0,1,2
GT421,Mbatha,Njabulo,6305208900902,2017,61,Male,0,0,0,1,0,0,1,1
EKU,King,Thamsanqa,3408241456649,2003,90,Male,1,0,1,1,0,0,1,3
JHB,Jikeka,Leigh,6706208247059,2003,57,Female,0,1,1,1,0,0,1,3
GT421,Stewart,Nomvula,7712215456171,2006,47,Male,0,0,0,1,0,1,1,1
DC42,Ngidi,Kim,8606162104516,2004,38,Female,0,1,0,1,0,1,1,2
GT421,Feni,Chad,5705202181091,1998,67,Male,1,1,0,0,1,0,1,3
GT421,Mfenyana,Ayabonga,3010289872291,2008,94,Female,1,0,0,0,0,1,1,1
TSH,Buthelezi,Wayne,9401228954374,1999,31,Female,0,1,0,0,1,1,1,2
GT484,Khumalo,Nomvula,4907261850827,2010,75,Female,1,1,0,1,0,0,1,3
GT422,Wright,Shaun,9606213667794,1998,28,Male,0,1,1,0,1,1,1,3
EKU,Dlamini,Nqobile,3405133006193,2006,90,Male,1,0,1,0,0,0,1,2
JHB,Walker,Jade,5801097259843,1997,67,Male,1,1,0,1,1,0,1,4
GT485,Jones,Kyle,8108109810581,2019,43,Female,0,1,1,0,0,1,1,2
EKU,Mahlangu,Jason,9809125072211,2018,26,Female,0,1,0,0,0,0,1,1
JHB,Zikhali,Nqobile,6905083328307,1997,55,Female,0,0,0,1,1,1,1,2
GT485,Mthembu,Ayabonga,5409239557821,2015,70,Female,1,1,1,0,0,0,1,3
EKU,Khoza,Jade,7007241741730,2000,54,Male,0,1,1,1,0,1,1,3
DC48,Mpofu,Jade,6612028764813,2017,58,Male,0,0,1,1,0,1,1,2
DC48,Noqoli,Jason,3906286691892,2005,85,Male,1,1,0,1,0,1,1,3
TSH,Ndlovu,Thabo,2711041074132,1996,97,Female,1,1,1,0,1,1,1,4
JHB,Clark,Ashley,9003034129562,1995,35,Male,0,0,0,0,1,0,0,1
GT422,Nkuna,Tshepo,6611278861083,2009,58,Male,0,0,0,1,0,1,1,1
EKU,Mdluli,Tanya,7711192766537,2019,47,Male,0,1,0,0,0,1,1,1
DC42,Khumalo,Lerato,8401013191541,2012,41,Male,0,1,0,0,0,0,1,1
DC42,Nkuna,Lindiwe,7604136149028,2019,49,Female,0,0,1,1,0,1,1,2
